ticker,rule,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit
BIPIX,R4_strongest,0.20956065050159894,2499,0.5666266506602641,0.5021385846481757,175,0.6114285714285714
BIPIX,majority_vote,0.20956065050159894,2499,0.5666266506602641,0.5021385846481757,175,0.6114285714285714
BIPIX,priority_score,0.1964471810346778,2499,0.5710284113645459,0.4608584016470936,175,0.6228571428571429
BIPIX,weighted,0.20956065050159894,2499,0.5666266506602641,0.5021385846481757,175,0.6114285714285714
BIPSX,R4_strongest,0.21758661253369255,2461,0.5660300690776108,0.3788689873139927,198,0.5909090909090909
BIPSX,majority_vote,0.21758661253369255,2461,0.5660300690776108,0.3788689873139927,198,0.5909090909090909
BIPSX,priority_score,0.21758661253369255,2461,0.5660300690776108,0.3788689873139927,198,0.5909090909090909
BIPSX,weighted,0.21758661253369255,2461,0.5660300690776108,0.3788689873139927,198,0.5909090909090909
BITIX,R4_strongest,0.24047990112833822,407,0.547911547911548,0.31647422058968305,221,0.5656108597285068
BITIX,majority_vote,0.24047990112833822,407,0.547911547911548,0.31647422058968305,221,0.5656108597285068
BITIX,priority_score,0.24047990112833822,407,0.547911547911548,0.31647422058968305,221,0.5656108597285068
BITIX,weighted,0.24047990112833822,407,0.547911547911548,0.31647422058968305,221,0.5656108597285068
BKPIX,R4_strongest,0.24145326536578887,2057,0.5580943121050073,0.4236545966912381,184,0.6195652173913043
BKPIX,majority_vote,0.24145326536578887,2057,0.5580943121050073,0.4236545966912381,184,0.6195652173913043
BKPIX,priority_score,0.24145326536578887,2057,0.5580943121050073,0.4236545966912381,184,0.6195652173913043
BKPIX,weighted,0.24145326536578887,2057,0.5580943121050073,0.4236545966912381,184,0.6195652173913043
BKPSX,R4_strongest,0.2361367194378446,2035,0.5651105651105651,0.37074578038202444,147,0.6122448979591837
BKPSX,majority_vote,0.2361367194378446,2035,0.5651105651105651,0.37074578038202444,147,0.6122448979591837
BKPSX,priority_score,0.2361367194378446,2035,0.5651105651105651,0.37074578038202444,147,0.6122448979591837
BKPSX,weighted,0.2361367194378446,2035,0.5651105651105651,0.37074578038202444,147,0.6122448979591837
BLPIX,R4_strongest,0.24703242157607017,606,0.570957095709571,0.6112842817025174,35,0.6
BLPIX,majority_vote,0.24703242157607017,606,0.570957095709571,0.6112842817025174,35,0.6
BLPIX,priority_score,0.24703242157607017,606,0.570957095709571,0.6112842817025174,35,0.6
BLPIX,weighted,0.24703242157607017,606,0.570957095709571,0.6112842817025174,35,0.6
BLPSX,R4_strongest,0.24454020171054983,611,0.5679214402618658,0.6552476085146761,34,0.6176470588235294
BLPSX,majority_vote,0.24454020171054983,611,0.5679214402618658,0.6552476085146761,34,0.6176470588235294
BLPSX,priority_score,0.24454020171054983,611,0.5679214402618658,0.6552476085146761,34,0.6176470588235294
BLPSX,weighted,0.24454020171054983,611,0.5679214402618658,0.6552476085146761,34,0.6176470588235294
BMPIX,R4_strongest,0.2288726377238817,1694,0.5667060212514758,0.3841174898566834,137,0.6204379562043796
BMPIX,majority_vote,0.2288726377238817,1694,0.5667060212514758,0.3841174898566834,137,0.6204379562043796
BMPIX,priority_score,0.2288726377238817,1694,0.5667060212514758,0.3841174898566834,137,0.6204379562043796
BMPIX,weighted,0.2288726377238817,1694,0.5667060212514758,0.3841174898566834,137,0.6204379562043796
BMPSX,R4_strongest,0.21923878300723793,1671,0.5601436265709157,0.3214628900123759,147,0.5918367346938775
BMPSX,majority_vote,0.21923878300723793,1671,0.5601436265709157,0.3214628900123759,147,0.5918367346938775
BMPSX,priority_score,0.21923878300723793,1671,0.5601436265709157,0.3214628900123759,147,0.5918367346938775
BMPSX,weighted,0.21923878300723793,1671,0.5601436265709157,0.3214628900123759,147,0.5918367346938775
BTCFX,R4_strongest,0.49101008774488236,421,0.5534441805225653,0.3902677772474152,162,0.5308641975308642
BTCFX,majority_vote,0.49101008774488236,421,0.5534441805225653,0.3902677772474152,162,0.5308641975308642
BTCFX,priority_score,0.49101008774488236,421,0.5534441805225653,0.3902677772474152,162,0.5308641975308642
BTCFX,weighted,0.49101008774488236,421,0.5534441805225653,0.3902677772474152,162,0.5308641975308642
CNPIX,R4_strongest,0.5433056963237041,177,0.6384180790960452,0.30620791650245044,48,0.6666666666666666
CNPIX,majority_vote,0.5433056963237041,177,0.6384180790960452,0.30620791650245044,48,0.6666666666666666
CNPIX,priority_score,0.5433056963237041,177,0.6384180790960452,0.30620791650245044,48,0.6666666666666666
CNPIX,weighted,0.5433056963237041,177,0.6384180790960452,0.30620791650245044,48,0.6666666666666666
CNPSX,R4_strongest,0.29938468928051826,509,0.5834970530451866,0.42298689296338243,41,0.5609756097560976
CNPSX,majority_vote,0.29938468928051826,509,0.5834970530451866,0.42298689296338243,41,0.5609756097560976
CNPSX,priority_score,0.29938468928051826,509,0.5834970530451866,0.42298689296338243,41,0.5609756097560976
CNPSX,weighted,0.29938468928051826,509,0.5834970530451866,0.42298689296338243,41,0.5609756097560976
CYPIX,R4_strongest,0.2012214765963769,1692,0.5921985815602837,0.39571971424902924,185,0.6162162162162163
CYPIX,majority_vote,0.2012214765963769,1692,0.5921985815602837,0.39571971424902924,185,0.6162162162162163
CYPIX,priority_score,0.2012214765963769,1692,0.5921985815602837,0.39571971424902924,185,0.6162162162162163
CYPIX,weighted,0.2012214765963769,1692,0.5921985815602837,0.39571971424902924,185,0.6162162162162163
CYPSX,R4_strongest,0.8142654682439411,125,0.64,0.950352193435835,30,0.7
CYPSX,majority_vote,0.8142654682439411,125,0.64,0.950352193435835,30,0.7
CYPSX,priority_score,0.8142654682439411,125,0.64,0.950352193435835,30,0.7
CYPSX,weighted,0.8142654682439411,125,0.64,0.950352193435835,30,0.7
ENPIX,R4_strongest,0.21326911225713127,1765,0.5609065155807366,0.6428054670737493,182,0.6813186813186813
ENPIX,majority_vote,0.21326911225713127,1765,0.5609065155807366,0.6428054670737493,182,0.6813186813186813
ENPIX,priority_score,0.21326911225713127,1765,0.5609065155807366,0.6428054670737493,182,0.6813186813186813
ENPIX,weighted,0.21326911225713127,1765,0.5609065155807366,0.6428054670737493,182,0.6813186813186813
ENPSX,R4_strongest,0.20334422839676047,1764,0.5668934240362812,0.6451540022277437,182,0.6978021978021978
ENPSX,majority_vote,0.20334422839676047,1764,0.5668934240362812,0.6451540022277437,182,0.6978021978021978
ENPSX,priority_score,0.20334422839676047,1764,0.5668934240362812,0.6451540022277437,182,0.6978021978021978
ENPSX,weighted,0.20334422839676047,1764,0.5668934240362812,0.6451540022277437,182,0.6978021978021978
FNPIX,R4_strongest,0.2528967475575538,1485,0.5831649831649832,0.3924875198206862,134,0.6791044776119403
FNPIX,majority_vote,0.2528967475575538,1485,0.5831649831649832,0.3924875198206862,134,0.6791044776119403
FNPIX,priority_score,0.2528967475575538,1485,0.5831649831649832,0.3924875198206862,134,0.6791044776119403
FNPIX,weighted,0.2528967475575538,1485,0.5831649831649832,0.3924875198206862,134,0.6791044776119403
FNPSX,R4_strongest,0.2711424165000092,1409,0.5663591199432222,0.4241047255038235,156,0.6410256410256411
FNPSX,majority_vote,0.2711424165000092,1409,0.5663591199432222,0.4241047255038235,156,0.6410256410256411
FNPSX,priority_score,0.2711424165000092,1409,0.5663591199432222,0.4241047255038235,156,0.6410256410256411
FNPSX,weighted,0.2711424165000092,1409,0.5663591199432222,0.4241047255038235,156,0.6410256410256411
GVPSX,R4_strongest,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286
GVPSX,majority_vote,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286
GVPSX,priority_score,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286
GVPSX,weighted,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286
HCPIX,R4_strongest,0.3626694194731027,494,0.6133603238866396,0.5303230192260707,41,0.5609756097560976
HCPIX,majority_vote,0.3626694194731027,494,0.6133603238866396,0.5303230192260707,41,0.5609756097560976
HCPIX,priority_score,0.3626694194731027,494,0.6133603238866396,0.5303230192260707,41,0.5609756097560976
HCPIX,weighted,0.3626694194731027,494,0.6133603238866396,0.5303230192260707,41,0.5609756097560976
HCPSX,R4_strongest,0.22409221778619254,1395,0.5741935483870968,0.26427764170447526,178,0.5730337078651685
