Date,EEM,FXY,GDX,GLD,HYG,IWM,JNK,LQD,QQQ,SLV,SPY,TIP,TLT,UUP,XLE,XLF,XLK,XLU,XLV,GB00B12GL767,GB00B1RXYT55,GB00B3B9VC56,GB00B4X7J424,GB00BNG2HX24,GB00BQC4KH86,GB00BYW6DZ91,GG00BLFDKG69,GG00BLFDKJ90,GG00BPLWQ018,IE0000931182,IE0002GVBP13,IE0003JQ8MH1,IE0004897173,IE0007357332,IE000CSTCY83,IE000MRJHBY1,IE000NXTFTQ8,IE000U13NVM5,IE000XOE1GE5,IE0030016244,IE0030772275,IE0030982627,IE0031385887,IE0031386414,IE0033116462,IE0033386453,IE0033591854,IE00B0169N27,IE00B0C18065,IE00B0XXHG05,IE00B193ML14,IE00B19Z4J92,IE00B1BXHP82,IE00B296YP53,IE00B296YR77,IE00B29SXL02,IE00B2PC0153,IE00B2PC0609,IE00B2Q91T05,IE00B2Q91V27,IE00B2R34T20,IE00B3BRDK12,IE00B3CCJC95,IE00B3DJ5Q52,IE00B3K7XK29,IE00B3QG6N78,IE00B3QW5Z07,IE00B3X5FG30,IE00B3XPRY57,IE00B3YV8M70,IE00B42HQF39,IE00B42LF923,IE00B42XCP33,IE00B4KMRV32,IE00B504KW82,IE00B531PK96,IE00B54PRV58,IE00B5568D66,IE00B5KPBC88,IE00B5NTPS12,IE00B5T6XH13,IE00B5VMBV77,IE00B615T757,IE00B649W081,IE00B737Q755,IE00B75GXZ78,IE00B89JY234,IE00B912KW96,IE00B94Q3B85,IE00B98CPZ00,IE00B98FL735,IE00BC7GWK81,IE00BD07T932,IE00BD4DXL75,IE00BD6C6V39,IE00BD85V827,IE00BD85VQ07,IE00BDX8CQ10,IE00BDZ2QR06,IE00BF2F6980,IE00BF4KN675,IE00BF5FSX39,IE00BFRSYS74,IE00BFXG0V08,IE00BGNBPW89,IE00BH480R51,IE00BHR3YV98,IE00BHR3ZV63,IE00BHR3ZW70,IE00BHZKQ946,IE00BJ320C74,IE00BJSFB519,IE00BK4Z4V95,IE00BK6SH736,IE00BK70NJ20,IE00BK71Y149,IE00BK723095,IE00BK723D25,IE00BKPWG913,IE00BKX45S11,IE00BLP5S353,IE00BLP5S684,IE00BM97KY96,IE00BM97L352,IE00BM97L808,IE00BMD8GG29,IE00BN0W2W23,IE00BN7HSQ61,IE00BN7HST92,IE00BN7HSX39,IE00BN7HT077,IE00BNGJKV20,IE00BQXX3F31,IE00BQXX3M08,IE00BSQXBG17,IE00BVVHP563,IE00BVVHP670,IE00BVYPNW00,IE00BVYPNX17,IE00BVYPP248,IE00BYM2RB15,IE00BYM85152,IE00BYPZP462,IE00BYQG5606,IE00BYV6MS67,IE00BYW8MG91,IE00BYZ09279,IE00BZ199B46,IE00BZ60K206,LU0050427557,LU0061474960,LU0070992663,LU0083181239,LU0094547139,LU0100122521,LU0100598878,LU0106255481,LU0112528004,LU0128525689,LU0129459060,LU0130103749,LU0133082254,LU0157308031,LU0176160306,LU0189893018,LU0209137388,LU0209137628,LU0209158467,LU0210528500,LU0210533765,LU0224508324,LU0225283786,LU0234570918,LU0262307720,LU0266012318,LU0280465617,LU0300741062,LU0323240290,LU0329202922,LU0345769128,LU0345769631,LU0345770308,LU0345770563,LU0345780521,LU0345780950,LU0345781172,LU0345781503,LU0360482987,LU0386856941,LU0390710027,LU0411709560,LU0426412945,LU0432979887,LU0439319624,LU0503632100,LU0503633330,LU0528227936,LU0555020303,LU0566484027,LU0566484704,LU0641506000,LU0696274553,LU0737136415,LU0757359954,LU0776415563,LU0780247804,LU0815945463,LU0823394779,LU0827879924,LU0828813369,LU0834154790,LU0868754200,LU0882574303,LU0882574568,LU0927891449,LU0940328577,LU0947747993,LU0956908312,LU0966834136,LU0971096721,LU0972617095,LU0983164343,LU1008671684,LU1088697633,LU1116320737,LU1181866309,LU1195516338,LU1244140163,LU1251621188,LU1292650279,LU1347437607,LU1378862947,LU1378997875,LU1481011911,LU1481181599,LU1531595301,LU1542977076,LU1560650563,LU1564329388,LU1586378470,LU1691799990,LU1698898050,LU1711970662,LU1730018279,LU1775952176,LU1775982595,LU1793345262,LU1797663298,LU1808465147,LU1846577242,LU1868836914,LU1892523231,LU1939255532,LU2000523741,LU2000525019,LU2000525100,LU2078916223,LU2089283258,LU2092176275,LU2110297061,LU2167913123,LU2286300806,LU2298064838,LU2329614577,LU2382294648,LU2402382688,LU2425919680,LU2490080954,LU2637817243,LU2708676429
1996-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-03,,,,,,,,,,,0.2764251555061658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-04,,,,,,,,,,,-0.9527353117709692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-05,,,,,,,,,,,-0.2026350786273334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-08,,,,,,,,,,,0.3805405048961985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-09,,,,,,,,,,,-1.718394595733852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-10,,,,,,,,,,,-1.311469017971778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-11,,,,,,,,,,,0.5994005994005791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-12,,,,,,,,,,,-0.1554093099714437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-15,,,,,,,,,,,-0.2076285948685474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-16,,,,,,,,,,,1.2216169038669733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-17,,,,,,,,,,,-0.3079071216385953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-18,,,,,,,,,,,0.3348055477279121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-19,,,,,,,,,,,0.6673766813026116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-22,,,,,,,,,,,0.0256894013264563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-23,,,,,,,,,,,0.2294882770428996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-24,,,,,,,,,,,0.813906392499053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
