ticker,condition,horizon,source,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit,pass,abs_full_avg
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,QQQ_big_up,1,single_scan,1.758776007394521,121,0.975206611570248,1.897870448888294,76,0.9736842105263158,True,1.758776007394521
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,QQQ_big_up,1,single_scan,1.7031690495424523,123,0.8861788617886179,1.760774241667141,76,0.8289473684210527,True,1.7031690495424523
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,XLK_big_up,1,single_scan,1.6569854821029135,165,0.8787878787878788,1.666046926165765,105,0.8285714285714286,True,1.6569854821029135
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,XLK_big_up,1,single_scan,1.6422080348616908,164,0.9695121951219512,1.7012818420329665,105,0.961904761904762,True,1.6422080348616908
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,IWM_big_up,1,single_scan,1.3694448206717498,135,0.8814814814814815,1.4873717489324465,82,0.8780487804878049,True,1.3694448206717498
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,IWM_big_up,1,single_scan,1.216298554409556,139,0.8129496402877698,1.2201080080420368,82,0.7682926829268293,True,1.216298554409556
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,QQQ_up,1,single_scan,0.9859573276333709,448,0.8325892857142857,1.0685667388991338,215,0.8372093023255814,True,0.9859573276333709
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,QQQ_up,1,single_scan,0.9672398106133075,449,0.7861915367483296,1.0078791210248326,214,0.7476635514018691,True,0.9672398106133075
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,SPY_up,1,single_scan,0.958643055967704,438,0.8287671232876712,1.0243323704048524,211,0.8293838862559242,True,0.958643055967704
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,XLK_up,1,single_scan,0.9533669079755168,461,0.8156182212581344,1.001134202517269,227,0.8193832599118943,True,0.9533669079755168
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,XLK_up,1,single_scan,0.9422947575557457,462,0.7835497835497836,0.9205948416141062,226,0.7300884955752213,True,0.9422947575557457
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,SPY_up,1,single_scan,0.9164678273007828,440,0.7795454545454545,0.9598666070593564,210,0.7380952380952381,True,0.9164678273007828
LINDSELL TRAIN LTD GLOBAL EQUITY C USD,SPY_big_up,1,single_scan,0.9055778984313956,167,0.9161676646706588,0.6078725216984098,41,0.8292682926829268,True,0.9055778984313956
ALLIANZ GLOBAL CYBER SECURITY AT ACC USD,XLK_big_up,2,single_scan,0.89370001448953,137,0.7956204379562044,0.9393742067897768,101,0.7920792079207921,True,0.89370001448953
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,IWM_up,1,single_scan,0.8669988946846054,425,0.7835294117647059,0.9159798425188744,207,0.7971014492753623,True,0.8669988946846054
JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,QQQ_big_up,1,single_scan,0.8300078635458337,123,0.8373983739837398,0.8071309410221184,79,0.810126582278481,True,0.8300078635458337
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,XLK_big_up,2,single_scan,0.8200936745681366,135,0.8222222222222222,0.8866008356861754,101,0.8316831683168316,True,0.8200936745681366
ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE RT USD ACC USD,EEM_up,1,single_scan,0.8100808736035816,413,0.7699757869249395,0.901164990765246,210,0.7714285714285715,True,0.8100808736035816
LINDSELL TRAIN LTD GLOBAL EQUITY C USD,XLV_big_up,1,single_scan,0.7915124709117177,155,0.8129032258064516,0.6461442546170805,68,0.7647058823529411,True,0.7915124709117177
